"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"NCD_BMI_30A","PUBLISHED","1985","SEAR","","YEARS18-PLUS","BTSX","0.8 [0.6-1.0]","0.80000","0.60000","1.00000",""
"NCD_BMI_30A","PUBLISHED","2010","AFR","","YEARS18-PLUS","BTSX","8.7 [8.1-9.4]","8.70000","8.10000","9.40000",""
"NCD_BMI_30A","PUBLISHED","2004","EMR","","YEARS18-PLUS","MLE","10.1 [8.9-11.3]","10.10000","8.90000","11.30000",""
"NCD_BMI_30A","PUBLISHED","2000","WPR","","YEARS18-PLUS","BTSX","2.7 [2.4-3.0]","2.70000","2.40000","3.00000",""
"NCD_BMI_30A","PUBLISHED","2000","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","10.6 [10.1-11.1]","10.60000","10.10000","11.10000",""
"NCD_BMI_30A","PUBLISHED","2005","EUR","","YEARS18-PLUS","MLE","16.6 [15.4-17.8]","16.60000","15.40000","17.80000",""
"NCD_BMI_30A","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","8.9 [8.4-9.5]","8.90000","8.40000","9.50000",""
"NCD_BMI_30A","PUBLISHED","1998","GLOBAL","","YEARS18-PLUS","MLE","6.2 [5.8-6.7]","6.20000","5.80000","6.70000",""
"NCD_BMI_30A","PUBLISHED","1979","GLOBAL","","YEARS18-PLUS","MLE","3.6 [2.9-4.4]","3.60000","2.90000","4.40000",""
"NCD_BMI_30A","PUBLISHED","1992","EMR","","YEARS18-PLUS","BTSX","10.5 [9.4-11.8]","10.50000","9.40000","11.80000",""
"NCD_BMI_30A","PUBLISHED","2011","AMR","","YEARS18-PLUS","BTSX","25.9 [24.5-27.3]","25.90000","24.50000","27.30000",""
"NCD_BMI_30A","PUBLISHED","1978","WPR","","YEARS18-PLUS","MLE","0.5 [0.4-0.8]","0.50000","0.40000","0.80000",""
"NCD_BMI_30A","PUBLISHED","1997","SEAR","","YEARS18-PLUS","MLE","0.9 [0.7-1.1]","0.90000","0.70000","1.10000",""
"NCD_BMI_30A","PUBLISHED","2014","AMR","","YEARS18-PLUS","MLE","24.8 [22.4-27.3]","24.80000","22.40000","27.30000",""
"NCD_BMI_30A","PUBLISHED","1977","WPR","","YEARS18-PLUS","BTSX","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1992","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","9.0 [8.4-9.6]","9.00000","8.40000","9.60000",""
"NCD_BMI_30A","PUBLISHED","1981","AMR","","YEARS18-PLUS","FMLE","13.7 [11.4-16.1]","13.70000","11.40000","16.10000",""
"NCD_BMI_30A","PUBLISHED","2008","WPR","","YEARS18-PLUS","FMLE","4.8 [4.0-5.6]","4.80000","4.00000","5.60000",""
"NCD_BMI_30A","PUBLISHED","1981","EMR","","YEARS18-PLUS","MLE","3.7 [2.5-5.2]","3.70000","2.50000","5.20000",""
"NCD_BMI_30A","PUBLISHED","2008","SEAR","","YEARS18-PLUS","BTSX","3.0 [2.6-3.4]","3.00000","2.60000","3.40000",""
"NCD_BMI_30A","PUBLISHED","2012","WPR","","YEARS18-PLUS","MLE","4.7 [3.7-5.9]","4.70000","3.70000","5.90000",""
"NCD_BMI_30A","PUBLISHED","1980","AMR","","YEARS18-PLUS","MLE","8.8 [6.8-10.9]","8.80000","6.80000","10.90000",""
"NCD_BMI_30A","PUBLISHED","2009","WPR","","YEARS18-PLUS","BTSX","4.4 [3.9-5.1]","4.40000","3.90000","5.10000",""
"NCD_BMI_30A","PUBLISHED","1976","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.0 [2.4-3.8]","3.00000","2.40000","3.80000",""
"NCD_BMI_30A","PUBLISHED","2013","EMR","","YEARS18-PLUS","MLE","14.2 [12.4-16.0]","14.20000","12.40000","16.00000",""
"NCD_BMI_30A","PUBLISHED","2000","GLOBAL","","YEARS18-PLUS","MLE","6.6 [6.2-7.1]","6.60000","6.20000","7.10000",""
"NCD_BMI_30A","PUBLISHED","1997","AFR","","YEARS18-PLUS","MLE","2.2 [1.7-2.7]","2.20000","1.70000","2.70000",""
"NCD_BMI_30A","PUBLISHED","1985","AFR","","YEARS18-PLUS","BTSX","3.1 [2.5-3.7]","3.10000","2.50000","3.70000",""
"NCD_BMI_30A","PUBLISHED","1987","WPR","","YEARS18-PLUS","MLE","0.9 [0.7-1.1]","0.90000","0.70000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1976","AMR","","YEARS18-PLUS","FMLE","11.9 [9.3-14.7]","11.90000","9.30000","14.70000",""
"NCD_BMI_30A","PUBLISHED","1992","EUR","","YEARS18-PLUS","FMLE","17.4 [16.0-19.0]","17.40000","16.00000","19.00000",""
"NCD_BMI_30A","PUBLISHED","2000","AMR","","YEARS18-PLUS","BTSX","20.2 [19.0-21.5]","20.20000","19.00000","21.50000",""
"NCD_BMI_30A","PUBLISHED","2016","EUR","","YEARS18-PLUS","BTSX","23.3 [21.7-24.9]","23.30000","21.70000","24.90000",""
"NCD_BMI_30A","PUBLISHED","1995","GLOBAL","","YEARS18-PLUS","MLE","5.7 [5.2-6.2]","5.70000","5.20000","6.20000",""
"NCD_BMI_30A","PUBLISHED","2001","EMR","","YEARS18-PLUS","BTSX","13.6 [12.7-14.7]","13.60000","12.70000","14.70000",""
"NCD_BMI_30A","PUBLISHED","1988","AFR","","YEARS18-PLUS","MLE","1.2 [0.8-1.8]","1.20000","0.80000","1.80000",""
"NCD_BMI_30A","PUBLISHED","1982","SEAR","","YEARS18-PLUS","FMLE","1.0 [0.6-1.4]","1.00000","0.60000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1989","AMR","","YEARS18-PLUS","MLE","12.1 [10.2-14.0]","12.10000","10.20000","14.00000",""
"NCD_BMI_30A","PUBLISHED","2009","AMR","","YEARS18-PLUS","BTSX","24.9 [23.6-26.2]","24.90000","23.60000","26.20000",""
"NCD_BMI_30A","PUBLISHED","1976","AFR","","YEARS18-PLUS","BTSX","2.1 [1.5-2.9]","2.10000","1.50000","2.90000",""
"NCD_BMI_30A","PUBLISHED","2000","EMR","","YEARS18-PLUS","FMLE","18.1 [16.5-19.8]","18.10000","16.50000","19.80000",""
"NCD_BMI_30A","PUBLISHED","2016","SEAR","","YEARS18-PLUS","FMLE","6.1 [4.9-7.6]","6.10000","4.90000","7.60000",""
"NCD_BMI_30A","PUBLISHED","1995","SEAR","","YEARS18-PLUS","MLE","0.8 [0.6-1.0]","0.80000","0.60000","1.00000",""
"NCD_BMI_30A","PUBLISHED","1983","SEAR","","YEARS18-PLUS","BTSX","0.7 [0.5-0.9]","0.70000","0.50000","0.90000",""
"NCD_BMI_30A","PUBLISHED","1984","AFR","","YEARS18-PLUS","FMLE","4.8 [3.7-6.0]","4.80000","3.70000","6.00000",""
"NCD_BMI_30A","PUBLISHED","1995","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.7 [7.3-8.1]","7.70000","7.30000","8.10000",""
"NCD_BMI_30A","PUBLISHED","1975","WPR","","YEARS18-PLUS","BTSX","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1986","SEAR","","YEARS18-PLUS","MLE","0.4 [0.2-0.6]","0.40000","0.20000","0.60000",""
"NCD_BMI_30A","PUBLISHED","2012","AMR","","YEARS18-PLUS","MLE","23.7 [21.6-25.9]","23.70000","21.60000","25.90000",""
"NCD_BMI_30A","PUBLISHED","1979","EMR","","YEARS18-PLUS","MLE","3.3 [2.1-4.9]","3.30000","2.10000","4.90000",""
"NCD_BMI_30A","PUBLISHED","2006","GLOBAL","","YEARS18-PLUS","FMLE","12.2 [11.5-12.9]","12.20000","11.50000","12.90000",""
"NCD_BMI_30A","PUBLISHED","2013","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","14.1 [13.3-14.9]","14.10000","13.30000","14.90000",""
"NCD_BMI_30A","PUBLISHED","1993","EUR","","YEARS18-PLUS","BTSX","15.0 [14.0-16.0]","15.00000","14.00000","16.00000",""
"NCD_BMI_30A","PUBLISHED","1977","AMR","","YEARS18-PLUS","BTSX","10.1 [8.5-11.9]","10.10000","8.50000","11.90000",""
"NCD_BMI_30A","PUBLISHED","1989","GLOBAL","","YEARS18-PLUS","MLE","4.8 [4.3-5.5]","4.80000","4.30000","5.50000",""
"NCD_BMI_30A","PUBLISHED","2011","SEAR","","YEARS18-PLUS","FMLE","4.8 [4.0-5.7]","4.80000","4.00000","5.70000",""
"NCD_BMI_30A","PUBLISHED","1988","GLOBAL","","YEARS18-PLUS","FMLE","8.3 [7.5-9.1]","8.30000","7.50000","9.10000",""
"NCD_BMI_30A","PUBLISHED","1978","EMR","","YEARS18-PLUS","FMLE","9.9 [7.0-13.3]","9.90000","7.00000","13.30000",""
"NCD_BMI_30A","PUBLISHED","1995","EMR","","YEARS18-PLUS","FMLE","16.0 [14.2-17.9]","16.00000","14.20000","17.90000",""
"NCD_BMI_30A","PUBLISHED","1994","SEAR","","YEARS18-PLUS","FMLE","2.0 [1.5-2.5]","2.00000","1.50000","2.50000",""
"NCD_BMI_30A","PUBLISHED","1979","AFR","","YEARS18-PLUS","FMLE","3.9 [2.7-5.2]","3.90000","2.70000","5.20000",""
"NCD_BMI_30A","PUBLISHED","1982","EMR","","YEARS18-PLUS","MLE","3.9 [2.7-5.4]","3.90000","2.70000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1987","EUR","","YEARS18-PLUS","FMLE","16.1 [14.3-18.0]","16.10000","14.30000","18.00000",""
"NCD_BMI_30A","PUBLISHED","2013","AFR","","YEARS18-PLUS","FMLE","14.1 [12.7-15.5]","14.10000","12.70000","15.50000",""
"NCD_BMI_30A","PUBLISHED","2002","GLOBAL","","YEARS18-PLUS","FMLE","11.0 [10.5-11.6]","11.00000","10.50000","11.60000",""
"NCD_BMI_30A","PUBLISHED","1988","AMR","","YEARS18-PLUS","FMLE","16.6 [14.6-18.7]","16.60000","14.60000","18.70000",""
"NCD_BMI_30A","PUBLISHED","2012","EMR","","YEARS18-PLUS","FMLE","23.9 [21.9-26.0]","23.90000","21.90000","26.00000",""
"NCD_BMI_30A","PUBLISHED","1977","SEAR","","YEARS18-PLUS","FMLE","0.7 [0.4-1.2]","0.70000","0.40000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2005","GLOBAL","","YEARS18-PLUS","FMLE","11.9 [11.3-12.5]","11.90000","11.30000","12.50000",""
"NCD_BMI_30A","PUBLISHED","1996","AFR","","YEARS18-PLUS","FMLE","7.9 [6.9-8.9]","7.90000","6.90000","8.90000",""
"NCD_BMI_30A","PUBLISHED","2005","AMR","","YEARS18-PLUS","FMLE","25.4 [23.7-27.1]","25.40000","23.70000","27.10000",""
"NCD_BMI_30A","PUBLISHED","1983","AFR","","YEARS18-PLUS","MLE","0.9 [0.6-1.5]","0.90000","0.60000","1.50000",""
"NCD_BMI_30A","PUBLISHED","1986","WPR","","YEARS18-PLUS","FMLE","1.7 [1.3-2.2]","1.70000","1.30000","2.20000",""
"NCD_BMI_30A","PUBLISHED","2002","SEAR","","YEARS18-PLUS","MLE","1.2 [1.0-1.6]","1.20000","1.00000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1986","EMR","","YEARS18-PLUS","MLE","4.8 [3.6-6.3]","4.80000","3.60000","6.30000",""
"NCD_BMI_30A","PUBLISHED","1993","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.3 [6.9-7.7]","7.30000","6.90000","7.70000",""
"NCD_BMI_30A","PUBLISHED","2011","AMR","","YEARS18-PLUS","MLE","23.2 [21.2-25.3]","23.20000","21.20000","25.30000",""
"NCD_BMI_30A","PUBLISHED","1993","EMR","","YEARS18-PLUS","FMLE","15.3 [13.4-17.4]","15.30000","13.40000","17.40000",""
"NCD_BMI_30A","PUBLISHED","1985","SEAR","","YEARS18-PLUS","MLE","0.4 [0.2-0.6]","0.40000","0.20000","0.60000",""
"NCD_BMI_30A","PUBLISHED","1987","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","4.4 [3.8-5.0]","4.40000","3.80000","5.00000",""
"NCD_BMI_30A","PUBLISHED","2014","WPR","","YEARS18-PLUS","BTSX","5.8 [4.8-6.8]","5.80000","4.80000","6.80000",""
"NCD_BMI_30A","PUBLISHED","2012","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","13.8 [13.0-14.6]","13.80000","13.00000","14.60000",""
"NCD_BMI_30A","PUBLISHED","2001","WPR","","YEARS18-PLUS","FMLE","3.4 [2.9-4.0]","3.40000","2.90000","4.00000",""
"NCD_BMI_30A","PUBLISHED","2007","SEAR","","YEARS18-PLUS","BTSX","2.9 [2.5-3.2]","2.90000","2.50000","3.20000",""
"NCD_BMI_30A","PUBLISHED","2006","GLOBAL","","YEARS18-PLUS","MLE","8.1 [7.6-8.7]","8.10000","7.60000","8.70000",""
"NCD_BMI_30A","PUBLISHED","1985","GLOBAL","","YEARS18-PLUS","FMLE","7.8 [6.9-8.7]","7.80000","6.90000","8.70000",""
"NCD_BMI_30A","PUBLISHED","2009","WPR","","YEARS18-PLUS","MLE","3.9 [3.1-4.7]","3.90000","3.10000","4.70000",""
"NCD_BMI_30A","PUBLISHED","2011","AFR","","YEARS18-PLUS","FMLE","13.3 [12.1-14.5]","13.30000","12.10000","14.50000",""
"NCD_BMI_30A","PUBLISHED","1985","EUR","","YEARS18-PLUS","FMLE","15.5 [13.6-17.6]","15.50000","13.60000","17.60000",""
"NCD_BMI_30A","PUBLISHED","2002","EUR","","YEARS18-PLUS","FMLE","20.1 [18.9-21.3]","20.10000","18.90000","21.30000",""
"NCD_BMI_30A","PUBLISHED","2015","EUR","","YEARS18-PLUS","BTSX","22.9 [21.4-24.3]","22.90000","21.40000","24.30000",""
"NCD_BMI_30A","PUBLISHED","1986","AMR","","YEARS18-PLUS","FMLE","15.7 [13.6-17.9]","15.70000","13.60000","17.90000",""
"NCD_BMI_30A","PUBLISHED","2016","AMR","","YEARS18-PLUS","BTSX","28.6 [26.6-30.5]","28.60000","26.60000","30.50000",""
"NCD_BMI_30A","PUBLISHED","2010","EUR","","YEARS18-PLUS","MLE","18.9 [17.5-20.4]","18.90000","17.50000","20.40000",""
"NCD_BMI_30A","PUBLISHED","1990","SEAR","","YEARS18-PLUS","BTSX","1.0 [0.8-1.3]","1.00000","0.80000","1.30000",""
"NCD_BMI_30A","PUBLISHED","1997","WPR","","YEARS18-PLUS","BTSX","2.3 [2.0-2.6]","2.30000","2.00000","2.60000",""
"NCD_BMI_30A","PUBLISHED","1977","WPR","","YEARS18-PLUS","MLE","0.5 [0.4-0.8]","0.50000","0.40000","0.80000",""
"NCD_BMI_30A","PUBLISHED","1979","GLOBAL","","YEARS18-PLUS","FMLE","6.9 [5.8-8.1]","6.90000","5.80000","8.10000",""
"NCD_BMI_30A","PUBLISHED","2003","AMR","","YEARS18-PLUS","FMLE","24.4 [22.7-26.0]","24.40000","22.70000","26.00000",""
"NCD_BMI_30A","PUBLISHED","1994","AFR","","YEARS18-PLUS","FMLE","7.3 [6.3-8.3]","7.30000","6.30000","8.30000",""
"NCD_BMI_30A","PUBLISHED","2010","EMR","","YEARS18-PLUS","FMLE","22.9 [21.1-24.7]","22.90000","21.10000","24.70000",""
"NCD_BMI_30A","PUBLISHED","1977","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","4.9 [4.3-5.6]","4.90000","4.30000","5.60000",""
"NCD_BMI_30A","PUBLISHED","1984","WPR","","YEARS18-PLUS","FMLE","1.6 [1.2-2.0]","1.60000","1.20000","2.00000",""
"NCD_BMI_30A","PUBLISHED","1989","EMR","","YEARS18-PLUS","BTSX","9.6 [8.3-10.9]","9.60000","8.30000","10.90000",""
"NCD_BMI_30A","PUBLISHED","2005","GLOBAL","","YEARS18-PLUS","MLE","7.9 [7.3-8.4]","7.90000","7.30000","8.40000",""
"NCD_BMI_30A","PUBLISHED","2000","SEAR","","YEARS18-PLUS","MLE","1.1 [0.8-1.4]","1.10000","0.80000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1982","GLOBAL","","YEARS18-PLUS","FMLE","7.3 [6.4-8.4]","7.30000","6.40000","8.40000",""
"NCD_BMI_30A","PUBLISHED","1983","SEAR","","YEARS18-PLUS","MLE","0.3 [0.2-0.5]","0.30000","0.20000","0.50000",""
"NCD_BMI_30A","PUBLISHED","2006","EMR","","YEARS18-PLUS","BTSX","15.7 [14.7-16.8]","15.70000","14.70000","16.80000",""
"NCD_BMI_30A","PUBLISHED","1994","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","9.4 [8.8-9.9]","9.40000","8.80000","9.90000",""
"NCD_BMI_30A","PUBLISHED","1980","WPR","","YEARS18-PLUS","BTSX","1.0 [0.7-1.2]","1.00000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","1980","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.4 [2.8-4.1]","3.40000","2.80000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1977","AMR","","YEARS18-PLUS","MLE","7.9 [5.9-10.2]","7.90000","5.90000","10.20000",""
"NCD_BMI_30A","PUBLISHED","1984","EMR","","YEARS18-PLUS","MLE","4.3 [3.1-5.8]","4.30000","3.10000","5.80000",""
"NCD_BMI_30A","PUBLISHED","1998","EUR","","YEARS18-PLUS","BTSX","16.6 [15.7-17.4]","16.60000","15.70000","17.40000",""
"NCD_BMI_30A","PUBLISHED","2005","SEAR","","YEARS18-PLUS","BTSX","2.5 [2.2-2.9]","2.50000","2.20000","2.90000",""
"NCD_BMI_30A","PUBLISHED","2012","WPR","","YEARS18-PLUS","BTSX","5.2 [4.4-6.1]","5.20000","4.40000","6.10000",""
"NCD_BMI_30A","PUBLISHED","2002","AFR","","YEARS18-PLUS","MLE","2.8 [2.4-3.4]","2.80000","2.40000","3.40000",""
"NCD_BMI_30A","PUBLISHED","1982","AMR","","YEARS18-PLUS","BTSX","11.8 [10.3-13.4]","11.80000","10.30000","13.40000",""
"NCD_BMI_30A","PUBLISHED","2004","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","11.6 [11.0-12.1]","11.60000","11.00000","12.10000",""
"NCD_BMI_30A","PUBLISHED","1993","EUR","","YEARS18-PLUS","MLE","11.9 [10.6-13.1]","11.90000","10.60000","13.10000",""
"NCD_BMI_30A","PUBLISHED","2007","AFR","","YEARS18-PLUS","BTSX","7.8 [7.3-8.4]","7.80000","7.30000","8.40000",""
"NCD_BMI_30A","PUBLISHED","2013","EUR","","YEARS18-PLUS","BTSX","22.0 [20.7-23.3]","22.00000","20.70000","23.30000",""
"NCD_BMI_30A","PUBLISHED","1999","AMR","","YEARS18-PLUS","BTSX","19.7 [18.5-21.0]","19.70000","18.50000","21.00000",""
"NCD_BMI_30A","PUBLISHED","1976","EUR","","YEARS18-PLUS","MLE","6.6 [5.0-8.6]","6.60000","5.00000","8.60000",""
"NCD_BMI_30A","PUBLISHED","1977","AFR","","YEARS18-PLUS","FMLE","3.6 [2.4-5.0]","3.60000","2.40000","5.00000",""
"NCD_BMI_30A","PUBLISHED","1992","WPR","","YEARS18-PLUS","MLE","1.2 [1.0-1.5]","1.20000","1.00000","1.50000",""
"NCD_BMI_30A","PUBLISHED","1990","AFR","","YEARS18-PLUS","BTSX","3.9 [3.3-4.5]","3.90000","3.30000","4.50000",""
"NCD_BMI_30A","PUBLISHED","1988","SEAR","","YEARS18-PLUS","BTSX","0.9 [0.7-1.2]","0.90000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","1975","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","6.3 [5.1-7.5]","6.30000","5.10000","7.50000",""
"NCD_BMI_30A","PUBLISHED","2004","GLOBAL","","YEARS18-PLUS","FMLE","11.6 [11.0-12.2]","11.60000","11.00000","12.20000",""
"NCD_BMI_30A","PUBLISHED","1994","AMR","","YEARS18-PLUS","MLE","14.3 [12.6-16.2]","14.30000","12.60000","16.20000",""
"NCD_BMI_30A","PUBLISHED","2001","EMR","","YEARS18-PLUS","MLE","8.9 [7.7-10.1]","8.90000","7.70000","10.10000",""
"NCD_BMI_30A","PUBLISHED","1981","EUR","","YEARS18-PLUS","BTSX","11.5 [10.1-13.1]","11.50000","10.10000","13.10000",""
"NCD_BMI_30A","PUBLISHED","2014","AMR","","YEARS18-PLUS","BTSX","27.5 [25.8-29.2]","27.50000","25.80000","29.20000",""
"NCD_BMI_30A","PUBLISHED","1985","AFR","","YEARS18-PLUS","MLE","1.0 [0.7-1.6]","1.00000","0.70000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1975","WPR","","YEARS18-PLUS","MLE","0.5 [0.3-0.7]","0.50000","0.30000","0.70000",""
"NCD_BMI_30A","PUBLISHED","2004","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","7.6 [7.1-8.1]","7.60000","7.10000","8.10000",""
"NCD_BMI_30A","PUBLISHED","1977","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.1 [2.5-3.9]","3.10000","2.50000","3.90000",""
"NCD_BMI_30A","PUBLISHED","2009","AMR","","YEARS18-PLUS","MLE","22.2 [20.3-24.0]","22.20000","20.30000","24.00000",""
"NCD_BMI_30A","PUBLISHED","2013","SEAR","","YEARS18-PLUS","FMLE","5.3 [4.3-6.4]","5.30000","4.30000","6.40000",""
"NCD_BMI_30A","PUBLISHED","1985","GLOBAL","","YEARS18-PLUS","MLE","4.3 [3.7-5.0]","4.30000","3.70000","5.00000",""
"NCD_BMI_30A","PUBLISHED","1980","EMR","","YEARS18-PLUS","FMLE","10.5 [7.8-13.7]","10.50000","7.80000","13.70000",""
"NCD_BMI_30A","PUBLISHED","1984","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.8 [5.3-6.4]","5.80000","5.30000","6.40000",""
"NCD_BMI_30A","PUBLISHED","1996","SEAR","","YEARS18-PLUS","FMLE","2.2 [1.8-2.7]","2.20000","1.80000","2.70000",""
"NCD_BMI_30A","PUBLISHED","2004","EMR","","YEARS18-PLUS","BTSX","14.9 [13.9-15.9]","14.90000","13.90000","15.90000",""
"NCD_BMI_30A","PUBLISHED","1978","WPR","","YEARS18-PLUS","BTSX","0.9 [0.7-1.2]","0.90000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2003","WPR","","YEARS18-PLUS","FMLE","3.8 [3.2-4.4]","3.80000","3.20000","4.40000",""
"NCD_BMI_30A","PUBLISHED","1975","AMR","","YEARS18-PLUS","MLE","7.4 [5.3-9.9]","7.40000","5.30000","9.90000",""
"NCD_BMI_30A","PUBLISHED","1980","AMR","","YEARS18-PLUS","BTSX","11.1 [9.6-12.7]","11.10000","9.60000","12.70000",""
"NCD_BMI_30A","PUBLISHED","1987","EMR","","YEARS18-PLUS","BTSX","9.0 [7.7-10.4]","9.00000","7.70000","10.40000",""
"NCD_BMI_30A","PUBLISHED","2007","WPR","","YEARS18-PLUS","MLE","3.4 [2.8-4.1]","3.40000","2.80000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1996","EUR","","YEARS18-PLUS","BTSX","15.9 [15.1-16.8]","15.90000","15.10000","16.80000",""
"NCD_BMI_30A","PUBLISHED","2002","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","7.1 [6.7-7.6]","7.10000","6.70000","7.60000",""
"NCD_BMI_30A","PUBLISHED","2005","AFR","","YEARS18-PLUS","BTSX","7.3 [6.7-7.8]","7.30000","6.70000","7.80000",""
"NCD_BMI_30A","PUBLISHED","2004","EUR","","YEARS18-PLUS","FMLE","20.6 [19.4-21.9]","20.60000","19.40000","21.90000",""
"NCD_BMI_30A","PUBLISHED","1991","EUR","","YEARS18-PLUS","MLE","11.1 [9.9-12.4]","11.10000","9.90000","12.40000",""
"NCD_BMI_30A","PUBLISHED","1989","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","8.4 [7.7-9.2]","8.40000","7.70000","9.20000",""
"NCD_BMI_30A","PUBLISHED","2000","AFR","","YEARS18-PLUS","MLE","2.5 [2.1-3.1]","2.50000","2.10000","3.10000",""
"NCD_BMI_30A","PUBLISHED","2016","EMR","","YEARS18-PLUS","MLE","15.7 [13.5-18.1]","15.70000","13.50000","18.10000",""
"NCD_BMI_30A","PUBLISHED","1981","GLOBAL","","YEARS18-PLUS","FMLE","7.2 [6.2-8.3]","7.20000","6.20000","8.30000",""
"NCD_BMI_30A","PUBLISHED","1990","WPR","","YEARS18-PLUS","MLE","1.1 [0.9-1.3]","1.10000","0.90000","1.30000",""
"NCD_BMI_30A","PUBLISHED","1997","AMR","","YEARS18-PLUS","BTSX","18.6 [17.4-19.9]","18.60000","17.40000","19.90000",""
"NCD_BMI_30A","PUBLISHED","1988","AFR","","YEARS18-PLUS","BTSX","3.5 [2.9-4.2]","3.50000","2.90000","4.20000",""
"NCD_BMI_30A","PUBLISHED","2008","EUR","","YEARS18-PLUS","MLE","18.0 [16.7-19.3]","18.00000","16.70000","19.30000",""
"NCD_BMI_30A","PUBLISHED","2015","SEAR","","YEARS18-PLUS","MLE","3.1 [2.3-4.0]","3.10000","2.30000","4.00000",""
"NCD_BMI_30A","PUBLISHED","1995","WPR","","YEARS18-PLUS","BTSX","2.1 [1.8-2.3]","2.10000","1.80000","2.30000",""
"NCD_BMI_30A","PUBLISHED","1979","EUR","","YEARS18-PLUS","BTSX","11.0 [9.5-12.7]","11.00000","9.50000","12.70000",""
"NCD_BMI_30A","PUBLISHED","1992","AMR","","YEARS18-PLUS","MLE","13.4 [11.6-15.3]","13.40000","11.60000","15.30000",""
"NCD_BMI_30A","PUBLISHED","1999","EMR","","YEARS18-PLUS","MLE","8.2 [7.1-9.4]","8.20000","7.10000","9.40000",""
"NCD_BMI_30A","PUBLISHED","2005","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","11.8 [11.3-12.3]","11.80000","11.30000","12.30000",""
"NCD_BMI_30A","PUBLISHED","2001","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","8.9 [8.6-9.3]","8.90000","8.60000","9.30000",""
"NCD_BMI_30A","PUBLISHED","1979","SEAR","","YEARS18-PLUS","FMLE","0.8 [0.5-1.3]","0.80000","0.50000","1.30000",""
"NCD_BMI_30A","PUBLISHED","1990","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","4.8 [4.3-5.4]","4.80000","4.30000","5.40000",""
"NCD_BMI_30A","PUBLISHED","2003","AFR","","YEARS18-PLUS","MLE","3.0 [2.5-3.6]","3.00000","2.50000","3.60000",""
"NCD_BMI_30A","PUBLISHED","2002","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","11.1 [10.6-11.6]","11.10000","10.60000","11.60000",""
"NCD_BMI_30A","PUBLISHED","1992","EUR","","YEARS18-PLUS","MLE","11.5 [10.2-12.8]","11.50000","10.20000","12.80000",""
"NCD_BMI_30A","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","7.3 [6.9-7.8]","7.30000","6.90000","7.80000",""
"NCD_BMI_30A","PUBLISHED","2008","WPR","","YEARS18-PLUS","MLE","3.6 [2.9-4.4]","3.60000","2.90000","4.40000",""
"NCD_BMI_30A","PUBLISHED","2010","AFR","","YEARS18-PLUS","FMLE","12.9 [11.8-14.0]","12.90000","11.80000","14.00000",""
